id,uuid,url,photo_url,date,title,alt_title,creator,subject,back_id,back_text,back_text_source,address,source,geolocatable,user_notes,latLng,location,lastQuery,borough
721826f,b51655c0-c550-012f-3ad6-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-4b1b-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=721826f&t=w,"1920, 1921",Manhattan: Murray Street - Church Street,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Elevated railroads', 'Sidewalks', 'Street maintenance & repair']}",721826b,"(1)
Murray Street, Church Street to West Broadway.  (Before Paving).
September 19,  1920.
(2)
Murray Street, Church Street to West Broadway. (After).
President Borough Manhattan.
September 20, 1921.
",site,"Murray Street & Church Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Murray St and Church St are mentioned in backing text,"{""latLng"":""40.7137946,-74.0088444""}","[40.713807, -74.008806]",Murray Street & Church Street,Manhattan
1508119,47e0ca10-c5ce-012f-e639-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-0043-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1508119&t=w,"1930, 1940",Park Avenue #301 - 45th Street - 50th Street,['Waldorf-Astoria'],,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Buildings, structures, etc.']}",1508120,,,"Park Avenue #301 - 45th Street - 50th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Manhattan",Locatable,"Address is still close; this is now ""Waldorf Astoria Residences"". Park Ave ends at 45th, which is why it's mentioned. The photo is closer to 50th.","{""latLng"":""40.75688564240282,-73.97391625522536""}","[40.754056, -73.976264]",301 Park Ave,Manhattan
726900f,655f0fc0-c558-012f-96bc-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-72b7-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=726900f&t=w,,Queens: Horace Harding Boule - Kissena Boulevard,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': []}",726900b,"Horace Harding Boulevard (foreground), at the N.E. corner of Kissena Boulevard (cars thereon).

March 31, 1937.

P. L. Sperr.",gpt,"Horace Harding Boule & Kissena Boulevard, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,"no date for photo, but it's 1937","{""latLng"":""40.73929823916108,-73.81489041468046""}",null,Horace Harding Expressway & Kissena Boulevard,Queens
709836f,c4721200-c53d-012f-eae4-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-ed78-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=709836f&t=w,1915,Manhattan: 7th Avenue - 49th Street,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Cafeterias', 'Clothing stores']}",709836b,"751-3-5 Seventh Avenue, adjoining and north of the N.E. corner of West 49th Street.
October 31, 1915
Borough President of Manhattan
No. 906
",site,"7th Avenue & 49th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.76053013856971,-73.98342259259034""}","[40.760457, -73.983723]",,Manhattan
734153f,c9315c20-c563-012f-234a-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-ab46-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734153f&t=w,"1935, 1939",Flushing River - Queens - [Hunts Point Coke.],,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Flushing River (New York, N.Y.)', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Coal trade', 'Rivers']}",734153b,"Flushing River (Queens): North from the Northern Boulevard bridge, showing coal and stone and gravel yards. The Hunts Point coke silo is on the west bank, near Willets Point Boulevard. Views 2 and 3 show the new bridge which carries the Whitestone Bridge Parkway over the mouth of the river.

P. L. Sperr

View 1: Sept. 29, 1935
Views 2,3: May 27, 1939",gpt,"Flushing River[Hunts Point Coke.], Queens, NY","Photographic views of New York City, 1870's-1970's / Topics",Locatable,This mentions the Bridge of Northern Blvd over the Flushing River which is probably the Flushing Creek on the map.,"{""latLng"":""40.762516924174136,-73.83769514136961""}",null,Whitestone Expressway,Queens
730103f,734d9ec0-c55d-012f-04f5-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8bbe-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=730103f&t=w,1905,"General view - Manhattan - [View from railroad tracks of New York, New Haven and Hartford.]",,,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': []}",730103b,"General View of Manhatten from Railroad tracks of New York New Haven and Hartford, showing construction for guards and station underway.
Copyrighted
Hydrex Felt and Engineering Co. 1905.",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",Maybe,"Not clear where in Manhattan this is, but there must be a specific place where these railroads came in. https://en.wikipedia.org/wiki/New_York,_New_Haven_and_Hartford_Railroad#/map/0",,null,,
1509729,c3fb9180-c5cd-012f-113c-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-06c4-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1509729&t=w,1941-11-04,Fifth Avenue - 23rd Street looking north,,,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Buildings, structures, etc.']}",1509730,,,"Fifth Avenue - 23rd Street looking north, Manhattan, NY","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Brooklyn",Locatable,"Photo border says Brooklyn, NY. Searched for that intersection in Brooklyn.","{""latLng"":""40.66023209999999,-73.9945944""}","[40.741548, -73.989585]",5th Avenue & 23rd Street,Brooklyn
707653f,380c38f0-c53a-012f-3598-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-bbb6-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=707653f&t=w,1929,Manhattan: 1st Ave. - 72nd St. E,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Apartment houses', 'Clothing stores']}",707653b,"1344-1348 First Ave., at, adjoining and north of the N.E. corner of East 72nd Street. Also shown is East 72nd Stree, north side, east from
and including First, to, but not including York Ave.
March 22, 1929.
P. L. Sperr.
",site,"1st Ave. & 72nd St. E., Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.767947,-73.9555271""}","[40.767801, -73.955998]",1348 1st Ave.,Manhattan
720496f,a5f3cef0-c54e-012f-7d86-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-40b7-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=720496f&t=w,,Manhattan: Hudson Street - Desbrosses Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",720496b,"(1)
Hudson Street,north from, but not including, Desbrosses Street, south of Canal. The buildings at and adjoining the N. E. corner
of Broome Street have been demolished.
Autumn 1929.
P. L. Sperr.
(2)
Hudson Street,north from Desbrosses Street, south of Canal.
March 20, 1932.
P. L. Sperr.
",site,"Hudson Street & Desbrosses Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.723471112297695,-74.00804986871718""}","[40.723278, -74.008015]",,Manhattan
725697f,b26bdea0-c556-012f-4494-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-6956-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=725697f&t=w,,Queens: 86th Street - Liberty Avenue,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': []}",725697b,"86th St. N. from Liberty Ave.  Neg. A-81  July 23, 1941

P.L. Sperr",site,"86th Street & Liberty Avenue, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,,"{""latLng"": ""40.679776,-73.852521""}","[40.679776, -73.852521]",,Queens
717779f,5ba2c720-c54a-012f-0486-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-2b7f-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=717779f&t=w,"1932, 1934",Manhattan: Broadway - 184th Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Paint industry']}",717779b,"(1)
4320-4324 Broadway, at and adjoining the N.E. corner of 184th Street. The two centre buildings are three-story frame
houses.
1932.
J. Clarence Davies Collection Wuseum of the City of New York.
Negative No. 65.
(2)
The same view from a slightly different angle. Note frame house at the rear of No. 4322, adjoining the N.E. corner.
November 3, 1934.
P. L. Sperr.
(3)
Another view of the afore mentioned corner, and also including
a further view northward.
November 3, 1934.
P. L. Sperr.
",site,"Broadway & 184th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,"Looked up 4322 Broadway, an adresss mentioned in Backing text.","{""latLng"":""40.8522901,-73.9343126""}","[40.852108, -73.934775]",4322 Broadway,Manhattan
700813f,c82f60e0-c52f-012f-7361-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-a6c3-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=700813f&t=w,,Bronx: Creston Avenue - Burnside Avenue (East),,,"{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",700813b,"Creston Ave., at the south side of East Burnside Ave. IIn the foreground, at the S.E. corner of the two thoroughfares appears a small public place under construction by the W.P.A. The two buildings, at the S.W. corner bear Nos. 2043 and 2039 (right to left).
November 12, 1936.
Works Progress Administration.
Federal Art Project photo.
",site,"Creston Avenue & Burnside Avenue (East), Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx",Locatable,"This is probably Devanney Triangle. Matches current view on street view, and indeed across the street are 2043 and 2039 Creston Ave.","{""latLng"":""40.8525822976639,-73.90465314047545""}","[40.852551, -73.905014]",Creston Avenue & East Burnside Avenue,Bronx
727462f,43ad2880-c559-012f-9105-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-7719-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=727462f&t=w,,Queens: Newtown - [Newtown plaque of 1652.],,,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': []}",727462b,,,"Newtown & [Newtown plaque of 1652.], Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,https://www.brownstoner.com/history/national-register-of-historic-places-ceremony-for-the-first-presbyterian-church-of-newtown/,"{""latLng"":""40.7354038,-73.8773968""}",null,First Presbyterian Church of Newtown,Queens
719003f,48a13570-c54c-012f-0714-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-350d-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=719003f&t=w,1936,Manhattan: Clinton Street - Stanton Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Business districts', 'Electric apparatus and appliances', 'Fur trade', 'Radios', 'Stores & shops']}",719003b,"Clinton Street, east side, north from (No. 16), but not including Stanton, to and including East Houston Streets. Shown as a continuation is Ave. B,
west side, north from East Houston Street.
January 14, 1936.
P. L. Sperr.
",site,"Clinton Street & Stanton Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.72072560671618,-73.98414740608217""}","[40.720193, -73.98448]",,Manhattan
1557931,8b577040-c5ec-012f-473f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-ef2a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1557931&t=w,"1930, 1939",Fifth Avenue - West 42nd Street,['The New York Public Library Building'],Wurts Brothers,"{'name': ['New York Public Library. Humanities and Social Sciences Library'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Buildings, structures, etc', 'Historic buildings', 'Libraries']}",,,,"Fifth Avenue - West 42nd Street, Manhattan, NY","[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan",Locatable,,"{""latLng"": ""40.753488,-73.980894""}","[40.753488, -73.980894]",,Manhattan
700970f,fcc85570-c52f-012f-6097-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-a7fd-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=700970f&t=w,1932,Bronx: Eastchester Road - Boston Road,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Hotels']}",700970b,"Eastchester Road, north from and including Boston Road, showing the
thoroughfare in the process of construction.
November 11, 1932.
P. L. Sperr.
",site,"Eastchester Road & Boston Road, Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx",Locatable,intersection mentioned in backing text,"{""latLng"":""40.8770415,-73.84636859999999""}","[40.87704, -73.846388]",Boston Road & Eastchester Road,Bronx
723806f,eddd6c30-c553-012f-a51b-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5a94-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=723806f&t=w,1934,Manhattan: Wadsworth Avenue - 183rd Street (West),,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Apartment houses', 'Baptist churches', 'churches']}",723806b,"Wadsworth Avenue, west side, north from W. 183rd (left, not seen) to 184th (right) Streets, showing at the S.W. corner of the latter point, the Wadsworth Avenue Baptist Church (corner stone laid in June, 1925), as photoarached from the S.E. corner of this Avenue and 183rd Street. The 8 story apartment at the left is No. 200-202 Wadsworth Avenue. A portion of the Paul Jones appears just beyond the church. This bears Nos. 22O-231 Wadsworth Avenue and occunies the entire 184th - 185th Street frontage.
November 3, 1934
P. L. Sperr
",site,"Wadsworth Avenue & 183rd Street (West), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.8513672,-73.9342142""}","[40.851054, -73.934096]",202 Wadsworth Ave,Manhattan
727469f,468dc080-c559-012f-4d08-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-7727-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=727469f&t=w,,Queens: New York Boulevard - 131st Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': []}",727469b,"New York Boulevard, west side, between One Hundred Thirty-first and One Hundred Thirty-third Ave., showing an old house directly in line of One Hundred Thirty-third Ave. It does not appear in the Queens Atlas of 1931.

1922.

Eugene L. Armbruster Collection.",gpt,"New York Boulevard & 131st Avenue, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,"New York Avenue was renamed Guy R Brewer Boulevard: https://en.wikipedia.org/wiki/Guy_Brewer

131st Ave & 133rd Ave no longer intersect it, but 132nd does.","{""latLng"":""40.6753326,-73.7770695""}",null,132nd Avenue & Guy R Brewer Boulevard,Queens
720920f,491ebb00-c54f-012f-dbc1-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-4406-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=720920f&t=w,1920,Manhattan: Lexington Avenue - 22nd Street,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)', 'United States'], 'topic': ['Educational facilities', 'Vocational education']}",720920b,"Lexington Avenue, west side, north from 22nd Street. The building on the N.W. corner of 22nd Street is the Manhattan Trade School
for Girls.
About 1920.
Gift of E. M. Jenks.
",site,"Lexington Avenue & 22nd Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Same buildings are still there!,"{""latLng"":""40.739091261625205,-73.98516489814759""}","[40.738823, -73.98524]",,Manhattan
733936f,68bdac00-c563-012f-5e33-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-a995-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=733936f&t=w,"1931, 1933, 1934",East River - Shore and skyline of Manhattan from East 86th Street - Queensborough Bridge - [Doctor's Hospital ; Municipal Asphalt Plant.],,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['East River (N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Apartment houses', 'Factories', 'Fire stations', 'Hospitals', 'Monuments & memorials', 'Smokestacks']}",733936b,"(1)
East River, shoreline, north from East 86th Street (left), showing Carl Schurz Park and Doctors Hospital on the north side of East End Ave., from East 87th to East 88th Streets. Also shown (right) is a station of the Fire Department and across it the Municipal Asphalt Plant from East 90th to East 91st Streets. The point of vantage is Welfare Island.
April 5, 1933.

P. L. Sperr.

(2)
A closer view of the same, and showing the tug boat Goliath.
September 20, 1934.

P. L. Sperr.

(3)
The same, from another angle.
March 11, 1931.",gpt,"East 86th Street - Queensborough Bridge - [Doctor's Hospital ; Municipal Asphalt Plant.], Manhattan, NY","Photographic views of New York City, 1870's-1970's / Topics",Locatable,"""Queensborough Bridge"" in the title is not at all relevant","{""latLng"":""40.775577057989196,-73.942978467984""}",null,Carl Schurz Park,Manhattan
717418f,d28d0a80-c549-012f-a5ae-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-28ad-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=717418f&t=w,1922,Manhattan: Broadway - 36th Street,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Commodity exchanges', 'Detectives', 'Galleries & museums', 'Moving & storage trade', 'Organizations', 'Postal service', 'Real estate office buildings', 'Restaurants']}",717418b,"The Sheridan Building, 1354-1362 Broadway, adjoining the N.E. corner of 36th Street. This and the corner building will soon be demolished for the Greenwich Savings Bank Building.
1922.
Gift of E.H. Jenks.
",site,"Broadway & 36th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"": ""40.751447,-73.987707""}","[40.751447, -73.987707]",,Manhattan
734836f,ef23b150-c564-012f-3fc0-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-b09a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734836f&t=w,1928,Weir Creek -- S. Schley Avenue - Throgs Neck Boulevard (Bronx),,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Weir Creek (New York, N.Y.)'], 'topic': ['Meadows', 'Streams -- New York (State) -- New York']}",734836b,"Weir Creek: A view south from Schley Ave. at Throggs Neck Boulevard.

July 17, 1928.

P. L. Sperr.",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",Locatable,,"{""latLng"":""40.8263155,-73.8162847""}",null,Schley Avenue & Throgs Neck Expressway,Bronx
416466,47688d90-c6db-012f-0570-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47da-d691-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=416466&t=w,,"No. 565-569 Park Avenue. East Side of Avenue, Between 62nd and 63d Streets",,,"{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (State)'], 'topic': ['Apartment houses', 'Dwellings']}",,,,"565-569 Park Avenue. East Side of Avenue, Between 62nd and 63d Streets., Manhattan, NY",1913 supplement to the World's loose leaf album of apartment houses...,Locatable,,"{""latLng"":""40.7649806,-73.96772899999999""}",null,569 Park Ave,Manhattan
104972,0ec27e00-c5ef-012f-b36e-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47d9-caa1-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=104972&t=w,,"St. John's Villa Academy, Arrochar, S.I., N.Y. [iron entrance gate, snow-covered landscape and buildings]",,,"{'name': [], 'temporal': [], 'geographic': ['Staten Island (New York, N.Y.)'], 'topic': []}",,,,"St. John's Villa Academy, Arrochar, Staten Island, N.Y.",Staten Island post cards / Schools (Private),Locatable,https://en.wikipedia.org/wiki/St._John_Villa_Academy,"{""latLng"":""40.60140712500281,-74.0687495015747""}",null,40°36′5″N 74°4′7″W,Staten Island
1509463,969f5120-c5cd-012f-a559-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-05ba-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1509463&t=w,"1887, 1986",Spuyten Duyvil,,,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Buildings, structures, etc.']}",1509464,,,"Spuyten Duyvil, Bronx, NY","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Bronx",Maybe,"The Spuyten Duyvil Parkway is now part of the Henry Hudson Parkway (https://kingsbridgehistoricalsociety.org/forums/topic/spuyten-duyvil-henry-hudson-parkways/). The backing text says this is in Riverdale, but unclear exactly where.","{""latLng"":""40.89961830000001,-73.9088276""}",null,Riverdale,Bronx
723577f,8e091d60-c553-012f-e813-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-58ca-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=723577f&t=w,"1929, 1933",Manhattan: Trinity Place - Cedar Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)', 'Sixth Avenue (New York, N.Y.)'], 'topic': ['Educational facilities', 'Elevated railroads', 'Religious education', 'Restaurants']}",723577b,"(1)
Trinity Place, west side, at and adjoining the S.W. corner of Cedar Street, showing the St. Peter's (R.C.) Girl's School. Also shown (foreground) is a portion of the Sixth Ave. Elevated Line.
August 20, 1929.
P. L. Sperr.
(2)
The same, showing a view farther south.
June 2, 1933.
P. L. Sperr.
(3)
The same, from a different angle, viewing northward.
June 4, 1933.
P. L. Sperr.
",site,"Trinity Place & Cedar Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"": ""40.709313,-74.011955""}","[40.709313, -74.011955]",,Manhattan
713589f,eb2acda0-c543-012f-155f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-0acc-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=713589f&t=w,1921,Manhattan: 52nd Street - 1st Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Sidewalks', 'Street maintenance & repair']}",713589b,"52nd Street, lst to Park Avenue. Front of #314.
(Before Reconstruction).
President Borough of Manhattan
",site,"52nd Street & 1st Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,314 E 52nd St is mentioned in backing text,"{""latLng"":""40.7556492,-73.96690509999999""}","[40.755129, -73.965243]",314 E 52nd St,Manhattan
710894f,779b4e60-c53f-012f-b614-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f5bc-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=710894f&t=w,,Manhattan: 4th Street - Cooper Square,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",710894b,"37 East 4th Street, north side, west of Cooper Square (The
Bowery).
August 7, 1937.
0ift of Geo. D. Chinn.
",site,"4th Street & Cooper Square, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Address in backing text,"{""latLng"":""40.7275219,-73.9920247""}","[40.727094, -73.991616]",37 East 4th Street,Manhattan
734578f,837cd2b0-c564-012f-856a-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-ae97-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734578f&t=w,1923,North (Hudson) River - Shore and skyline - Manhattan - 59th Street - George Washington Bridge - [Weber-Bunke-Lange Coal Company.],['[West 96th Street.]'],"Galloway, Ewing","{'name': [], 'temporal': [], 'geographic': ['Hudson River (N.Y. and N.J.)', 'New York (N.Y.)'], 'topic': ['Barges', 'Coal', 'Coal trade', 'Storage']}",734578b,"North (Hudson) River, shore and skyline, at the foot of West 96th Street, showing the Weber-Bunke-Lange Company, coal bunkers and apparatus.

About 1923.

Ewing Galloway.",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",Locatable,96th & the Hudson River. Not sure what the 59th Street and George Washington Bridge in the title (and on the front of the photo) are referring to.,"{""latLng"":""40.79657930683446,-73.97659409200133""}",null,East 96th Street,Manhattan
712927f,d8de3ba0-c542-012f-3fdb-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-05a2-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=712927f&t=w,1923,Manhattan: 42nd Street (East) - Lexington Avenue,,,"{'name': ['Bowery Savings Bank Building (New York, N.Y.)'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Banks']}",712927b,"1l6 E. 42nd Street, south side, between Lexington and Park venues, showing the entrance to the Bowery Sevings Bank.
P.Y E RErpCDUCED  July. 1923
",site,"42nd Street (East) & Lexington Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Address in backing text 116 E. 42nd Street,"{""latLng"":""40.7515999,-73.9770731""}","[40.751438, -73.976046]",116 E 42nd St,Manhattan
728250f,6cb9ffb0-c55a-012f-1880-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-7d42-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=728250f&t=w,"1922, 1925",Queens: Wyckoff Avenue - Halsey Street,,,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': ['Hotels']}",728250b,"Wyckoff Ave., south side, east from Halsey Street (trolley tracks swing into it). At the S.E. corner of Halsey Street and Wyckoff Ave. is the Elks Park Hotel (Election sign displayed thereon) erected by Christian Homeyer about 1898. This building seen in a set of two views was demolished in 1930.
1922.
View 2: March 1925.
Eugene L. Armbruster Collection.
",site,"Wyckoff Avenue & Halsey Street, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",Locatable,"I had to double check, but this intersection _is_ in Queens.","{""latLng"":""40.69594190918903,-73.90487079629517""}","[40.696129, -73.905021]",,Brooklyn
711004f,a43a20c0-c53f-012f-09e8-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-f698-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=711004f&t=w,1936,Manhattan: 9th Street (East) - Broadway,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Upholstery trade']}",711004b,"49 East 9th Street, north side, between Broadway and University Place, showing the O. Henry House, in which the renowned American author of
short stories lived.
1936.
W.P.A. Photo.
Federal Writers Project.

[this is misplaced on the interactive map]
",site,"9th Street (East) & Broadway, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.731749,-73.9927912""}","[40.731173, -73.991927]",49 E 9th St,Manhattan
